id,label,text_clean
5.6925e+17,negative, booked 6mos early paid for early check in was assigned boarding  here 3hrs early and you deleted me in error las2buf
5.6925e+17,neutral, i know where that is alas i live far far away now books
5.69249e+17,negative, flight to phl from fll cancelled flighted 221 no flight available until 224 done with sw
5.69249e+17,negative, could you add me to that list been on hold for an hour 15
5.69248e+17,negative, my flight to kc has been cancelled flighted and the next available isnt till tuesday what am i supposed to do for 3 nights
5.69248e+17,negative, has the absolute worst customer service when trying to reach them by phone
5.69247e+17,negative, on hold for 45 mins anyone hv a connection at sw or at another airline to get from chi n columbus to ewr in am
5.69245e+17,negative, coming up on 2hrs on still havent spoken to a rep
5.69244e+17,negative, my sons flight was cancelled flightled today i was on hold 2 hours to no avail can you help me rebook
5.69243e+17,negative, flight 4040 atl to lga cancelled flightled any suggestions how to get home
5.69243e+17,negative, is flight 3113 omagtden on 221 actually cancelled flightled been on hold for over an hour and your website says conflicting messages
5.69243e+17,negative, hi i just got a message that part of my flights is cancelled flightled i cant rebook online and nobody answers my phone call help me
5.69243e+17,negative, sev ppl im my office received an apology and 2k ff miles for this delay only apologize to select ppl i got nothing
5.69243e+17,negative, yes total of 4 hours on hold with all the cancelled flightlations one would think there would be more staff decided to cx and drive
5.69243e+17,negative, dont you think a 4hr wait time to speak to an actual agent is ridiculous my flight was cancelled flightled this morning getyourlife
5.6924e+17,negative, 2 wounded vets stuck hv trouble with agent help on hold and no answer on twitter pls respond
5.69238e+17,negative, 3252 manchesterbwi being delayed for one idiot who isnt on the plane weve waited 2 hours for our window and may miss it
5.69238e+17,negative, hv wounded vet stuck in chi hes traveling to ny 4 healing need fly ny late flightst am by 9 2 catch intl flt help
5.69237e+17,positive, i just wanna say youre incredible for sending people to see their idols sooooo kind and amazing destinationdragons
5.69236e+17,negative, 3 flights cancelled flightled today now we have been on hold for over an hour
5.69235e+17,negative, really this is getting worse as the day goes on late flight leaving then had to be diverted and now sitting on the tarmac in va
5.69235e+17,negative, callmestanley7 and bring back the agent will call you back feature why was that ever discontinued
5.69234e+17,positive, thank you i left my ipad on a plane filled out a lost and found form yall found it and shipped it back thank you flysw
5.69234e+17,neutral, hi can you please tell me why todays flights from chicago to dia were cancelled flightled thanks
5.69233e+17,negative, any particular reason its 20 minutes and counting to speak to a human being
5.69233e+17,negative, standing in las vegas and our flight says on time but reps are telling us that all flights to denver are cancelled flightled help
5.69233e+17,neutral, and  have cancelled flightled flights after 525 pm today due to winter storm travelers urged to contact carrier for info
5.69233e+17,negative, is there any estimate on when the holding for you online will end im at an hour and forty minutes now i need to rebook
5.69231e+17,negative, sitting in baltimore finish taxi and approved to takeoff oops not enough fuel fail 45minflight been3hours
5.69231e+17,positive, sent your way thanks for the help
5.69229e+17,neutral, any chance theres a few seats open from den to dal this afternoon
5.69229e+17,negative, the wait for the bags is longer than the actual flight
5.69229e+17,negative, sure was  with delta  looks like ill make my birthday celebration after all
5.69229e+17,negative,   where the heck are the bags for chicago 408 it has been an hour
5.69228e+17,neutral, departing mdw its cold 26f windy with snow on the ground for sunny and 70f las vegas  lasairport
5.69227e+17,neutral, can u follow so i can dm a confirmation number i need confirmed to cancelled flight i will call to confirm monday for refund
5.69227e+17,negative, no told to call cust service on monday
5.69226e+17,negative, why are the ticketing lines in las vegas so unorganized  mass craziness half of the ticketing stations unmanned
5.69226e+17,neutral, i actually could use a slight tweak to my return  not leaving here now til monday any way i can skip calling for that
5.69226e+17,negative, fl 4158 cancelled flightled from dallas to austin no one answering 800  need help
5.69226e+17,negative, been on hold for 30 min trying to rebook my flight you cancelled flightled help
5.69225e+17,negative, yall just cancelled flightled the flight i rebooked after 1st was cancelled flightled help i need to be in nyc schedule more flights tomorrow
5.69225e+17,neutral, microsecond too late flight so very very sad
5.69225e+17,negative, my wife is trying to get a group of clients to their destination and just got disconnected after2 hours holding help
5.69225e+17,neutral, could u put one here in baltimore
5.69225e+17,negative, very confusing to receive your trip is around the corner email when i already cancelled flightled the flight
5.69224e+17,positive, yall are fast we already have our 5 winners congrats
5.69224e+17,neutral, have five people shown up yet
5.69223e+17,positive, left my computer on the plane two weeks late flightr they found it and sent it to me greatservice  happy customer
5.69223e+17,neutral, fortunately didnt have to the flight took off on time
5.69222e+17,negative,  placed on hold for total of two hours today after flight was cancelled flightled online option not available what to do
5.69221e+17,neutral, no thanks
5.69221e+17,negative, ive been on hold for the last 2 hours  no progress pleasehelp stranded whenitsnowsitpours tgcyalate flightr
5.69221e+17,positive, thats an awesome library
5.6922e+17,negative, answered right away for a new res but cant rebook the people that were supposed to leave today worst customer service
5.69219e+17,negative, horrible flight
5.69219e+17,neutral, flight 3899 hou to mdw aboard a boeing 73 boarded for an ontime 2pm departure wheelsup fb
5.69219e+17,negative,  lax is almost a mess for some reason the express bag drop is slower than the full service line
5.69217e+17,neutral, any way that i can get a receipt for a cancelled flightled portion of a roundtrip flight used the flight voucher just need receipt
5.69217e+17,neutral, can i do the same thing as changing a ticket by cancelled flighting my current ticket amp buying a replacement online
5.69216e+17,negative, how to i rebook online when it keeps telling me that its a reserv number for a past date this morning holding for 2hrs
5.69215e+17,negative, been on hold over 90 minutes you can fly but not answer the phone
5.69215e+17,positive, thanks so much just had to make a cancelled flightlation ive sent u the info
5.69212e+17,neutral, thanks whats your opinion on chances of getting in okay tomorrow
5.69212e+17,negative, i fly back to omaha for my grandmothers funeral you cancelled flight my return flight and dont bother to notify me thanks a lot
5.69212e+17,negative, you just cancelled flightled my flight home so you better get me a private jet or something i need to get home now
5.69212e+17,negative, since when did it become ok for a passenger to save 3 rows of seats for people with a late flightr boarding positionhow rude
5.69211e+17,negative, can you provide direct assistance my colleague and i cannot rebook bc the ticket was booked via a corporate account help
5.6921e+17,neutral, flying back to denver tomorrow should i rebook
5.6921e+17,negative, flight just cancelled flighted can you help me rebook
5.69209e+17,neutral, can you follow me so i can send the dm
5.69209e+17,neutral, i never got my flight confirmation ive been on hold for an hour and i cant get info online what am i to do
5.69209e+17,neutral, follow for a dm please need to confirm a cancelled flighted reservation
5.69208e+17,negative, he is going to file a formal complaint this should have never happened please direct us to the right department
5.69208e+17,negative, i am trying to change a ticket for travel on monday that cannot be changed online anyway faster than waiting on hold anhour
5.69208e+17,negative, have a prompt for consumers for prompt for customer service instead of having customers on hold for 15 hrs
5.69208e+17,negative,  you wont let me change my reservation online so now im just wasting my time
5.69208e+17,negative, hire more customer service agents and hour and a half is too long to hold
5.69208e+17,positive, dm sent thanks for the help
5.69207e+17,negative, been on hold for an over an hour now  when can we expect some customer service disappointed
5.69207e+17,negative, im upset because we were lied to was told ice on runway but every other carrier was able to fly airport confirmed no ice
5.69207e+17,positive, bgr1061 luv swa myself and my employees use you always
5.69206e+17,negative, what do you call that
5.69206e+17,neutral, now flight is book and i have to fly standby if they will allow me to check in before the flight takes off
5.69206e+17,negative, my husband is responding to him and he insist to remove him from the seat btw signs are in both english and spanish
5.69206e+17,negative,  the agents werenot helpful told me i would have to pay 2chng even though i tld them going2 bwi whch is part of trvl advsry
5.69206e+17,neutral, can you follow and well proceed
5.69205e+17,negative, because according to the flight attendant my husband doesnt talk english when the fact is that he understand and talks it
5.69205e+17,negative, bad enough that there is no seat assigned hes  seating at an exit seat and a male flight attendant removes him from there
5.69205e+17,neutral, theres a current cancelled flightlation in indianapolis my girlfriend is stranded any ideas or help you can provide
5.69204e+17,negative, my husband a first time flyer with you has had the worst experience on board a aircraft just a few minutes ago
5.69204e+17,negative, thx  i managed to figure it out by trying diff confirmation s as i booked just annoying its not readily available
5.69204e+17,negative, 2nd leg of trip cancelled flightled been on hold 15 hrs will we lose our  if we dont speak to someone before first flight leaves
5.69203e+17,negative, ive been on hold almost an hour i luv yall but imjustsaying
5.69202e+17,negative, i love you guys but even comcast has a better phone help system a simple callback system would fix most of the problem
5.69202e+17,negative, is really gonna hear my mouth about this bag situation
5.69201e+17,negative, you guys need better communication to your customers this is rude and unprofessional
5.69201e+17,negative, i wrote to your customer support on monday re a cancelled flighted flight but havent heard back any idea whats up thanks
5.69198e+17,neutral, any official word whether flight 3403 from bwi to manchester is cancelled flightled ive got an 8hr drive in snow if it is
5.69197e+17,negative, received an error online and have been on hold for over 15 hours completely unacceptable
5.69195e+17,neutral, free cable out of this world technology and a mans dream come true free and portable
5.69195e+17,positive, is the best case and point  ryand2285 happybirthday
5.69192e+17,positive, incredible view i had a smooth flight both ways even tho there was turbulence your pilots rock
5.69189e+17,neutral, k thanks
5.69188e+17,negative,  when you take my money and do not provide a service makes for a profitable venture for your company isitthegarykellyway
5.69186e+17,neutral, when does todays scavenger hunt start im trying to help my little brother win destinationdragons
5.69186e+17,neutral, its never too late flight to do the right thing
5.69186e+17,negative, same here would appreciate a follow so i can dm my info to figure out what i am supposed to do
5.69185e+17,negative, trying to get anyone on phone flt cancelled flighted please get me to denver
5.69185e+17,neutral, i dmd you
5.69183e+17,negative, trying to rebook flight on hold for 23 mins before disconnected and now almost 40 mins unbelievable
5.69183e+17,negative, you guys are just being disrespectful at this point learned my lesson about this airline
5.69182e+17,negative, been on hold for 20 mins to cancelled flight my reservation can you assist
5.69181e+17,negative, pls help on hold 4 long time now travelling 4 business and flight 2 orf from mci was cancelled flightled  need to get out there asap
5.69181e+17,neutral, greetings
5.69181e+17,positive, thank u thank u thank u for coming through for us i sincerely didnt think it would happen lt3 swa thankyou
5.69181e+17,negative, on hold over 2 hrs and got cutoff cancelled flightled my flight now cant get to booked cruise in florida terrible customer service
5.6918e+17,negative, ive been on hold for over an hour and countingjust need a simple name change
5.6918e+17,negative, lost kay chapman designs artluggage for important show wont help locate it terrible customer service
5.6918e+17,negative, been on hold for over an hour to speak to a customer service rep what the heck southwest customerservice
5.69177e+17,negative, are any flights leaving dc today flight was cancelled flightled been on hold for over an hour
5.69176e+17,negative,  you can do better than having someone on hold for over an hr
5.69176e+17,negative, we have been waiting for almost 3 hours trying to rebook flights please help us get through to someone
5.69175e+17,positive, flight 3970 bnardu had the most excellent crew today
5.69175e+17,negative, i called  and they solved the flight cancelled flightlation issue in 15minutes may be ask them how to do it getmorehands
5.69173e+17,positive, never felt better taken care of indian aunties are the gold standard thanks aruna
5.69173e+17,negative, im stuck in fort lauderdale
5.69173e+17,negative, 2 hours on hold trying to reschedule cancelled flightled flight hold music stopped but no ones answering how can i reach a rep
5.69172e+17,negative, i thought you guys were the best airlineive been on hold for an hour
5.69171e+17,positive, southwestoliver thats a great fa right there
5.69171e+17,positive, dm sent  thank you
5.6917e+17,negative, had to pay a 25 fare difference on a change but cant seem to find the receipt for it how can i get a copy for reimbursement
5.6917e+17,negative, cant speak with customer service for 2hours still on hold do you guys worknogood
5.69169e+17,negative, seriously is the reason for all the cancelled flightled flights and long phone wait times that you guys are tremendously understaffed
5.69168e+17,negative, very frustrated saw seats avail online for pref alt flight unable to book online lost those seats during gt2 hr phone hold
5.69168e+17,neutral, cspkcats let us know if we can help
5.69168e+17,neutral, would love tix for velour showentered every contest and still havent won
5.69167e+17,negative, on hold waiting to make special accommodations for my mom who is traveling 1 hour and 24 minutes on hold  unacceptable
5.69166e+17,positive,  theellenshow imaginedragons  kdepetro313 what a great first night destinationdragons
5.69166e+17,positive, finally through thx
5.69165e+17,negative, this is ridiculous its been 2 hours on hold to rebook cancelled flightled flight
5.69165e+17,negative,  hi janet in customer service im calling you back and have been sitting in que for 40 mins plz pick it up frustrated
5.69165e+17,negative, i thank you for the reply but too complicated to dm really would like to talk to a cust rep what is going on there
5.69165e+17,negative, cant dm you because you dont follow me
5.69165e+17,negative, yes i figured an hour was a long enough time to hold before giving up can somebody call me
5.69164e+17,negative,  been on hold forever my first flight was cancelled flightled but my 2nd flight is still on time  help
5.69164e+17,positive, hello  im  happy to be flying with you this morning dalmdw 4053 looking forward to a comfortable fight
5.69162e+17,negative, is anyone answering phones to rebook cancelled flightled flights
5.69162e+17,positive, your attendants at the atl airport are awesome very helpful with all the cancelled flightlations this morning
5.69162e+17,negative, customer svc worse than the winterweather   flight cancelled flighted website malfunction on hold for gt134
5.69161e+17,positive, flt 3867 crew  orangecounty to denver is the best weather delay but pilots just invited the kids to see the cockpit luv
5.6916e+17,negative, i will never choose  over you again getmeoffthisbird
5.69159e+17,positive, had an amazing experience with your staff at dia last night i was blown away by their hospitality with my wife on crutches
5.69159e+17,negative, been on hold now for 1 hour 20 minutes with cust service can you help
5.69158e+17,negative, too long to wait for bags when they could have been on the next flight out the party of 4 could have waited in albany
5.69158e+17,negative, where are our pilots plane is here flight says its still on time but we should of been off the ground 15 minutes ago
5.69156e+17,positive, had a great trip this past week to vegas for work and had this pic over the southwest on southwest
5.69156e+17,negative,  i get that weather delays are not in your hands but is there nothing else you can offer for the massive inconvenience
5.69155e+17,negative, answered my options are a refund or a resched for monday id miss work so im paying hundreds for a  flight tmw
5.69155e+17,negative, on hold for over an hour twice  terrible
5.69154e+17,negative, my flight is cancelled flightled due to weather what next
5.69154e+17,negative, crazy hold times today over an hour now help
5.69153e+17,negative,  been on hold  for 2 12 hrs cant get 2 airport 4 flight icy country backroads help pls   bna
5.69153e+17,negative,  stlbos flight today was cancelled flightled online resched form gives an error on hold for past 90 min help terribleservice
5.69153e+17,neutral, how can we get refund instead of credit for flight that you cancelled flightled we couldnt switch to a flight tomorrow
5.69152e+17,negative, been on hold  for 2 12 hrs cant get 2 airport 4 flight icy country backroads help pls can a human answer bna
5.69151e+17,negative, been on hold for over an hour  any chance someone can help me on here
5.69151e+17,negative, so u cancelled flight our flight to phx bc of sdf weather but flights 2 the ne from sdf are still going on wtf
5.6915e+17,neutral, show jacksonville some too  we want 3ticketsforjax
5.6915e+17,negative, cancelled flightled my flight without explanation and wont pick up the phone25 minutes and counting   customerservice olive201
5.69149e+17,neutral, plz consider customers youre losing to aa for  the kc  okc directs okcdirects okc mci flights okcprofessionals
5.69148e+17,positive, so glad u guys do business w more class than ur competitors spiritairlines
5.69148e+17,positive, thanks 4 the great service staff letting me change my flight 5 times for free pvd to the skies for me always on swa
5.69147e+17,negative, my wife has now been on hold for 90 minutesi get weather is bad but this is insane customerservice customerloyalty
5.69146e+17,negative, ive been on hold for 2 hours  when will you answer
5.69144e+17,negative,  i needed refund on my cancelled flightled flights this morning and had been on hold for more than an hour x 3 what to do
5.69144e+17,negative, thanks for the cancelled flightation today only airline thats cancelled flighted lost a customer today
5.69144e+17,negative, cancelled flightling flights due to winter weather is totally understandable but it would sure be nice if you would answer your phones
5.69143e+17,neutral, can i book a flight on my own and get reimbursed by you
5.69143e+17,negative, ive been on hold for 3 hrs now waiting to talk to someone with a pulse to get my cancelled flighted flight rescheduled is this sop
5.69143e+17,negative, been on hold to rebook a flight to cmh for 15 hrs your rebook website is crashed
5.6914e+17,negative, been on hold so long to rebook my cancelled flightled flight i had enough time to rebook with  instead lots of room there
5.69139e+17,neutral, are we sure flights will not be cancelled flighted after 1200 i am trying to make plans in stl
5.69135e+17,positive, great flight and great view
5.69134e+17,negative, have been on hold to reschedule a flight for 15 hours please help phone will be out of batteries soon
5.69133e+17,negative, 40 minutes still havent talked to one person shocking phone is gonna died before i talk to anyone
5.69132e+17,neutral, flight 4315 n231wn taxis at flytpa prior to flight to fly_nashville
5.69131e+17,negative,  at fort launder dale and the gate agent cant switch flights to an earlier flight but we can on our phoneridiculous
5.69129e+17,negative, so why is every single flight out of portcolumbuscmh cancelled flightled for only your airline
5.69127e+17,negative, cancelled flightled my flight wont refund me and told me 2 call customer service n been holding for 30 minutes still waitin badservice
5.69126e+17,negative, im going to need you to answer your phones being on hold for an hour isnt okay
5.69125e+17,negative, almost an hour on hold for swa is inexcusable hiremorepeople
5.69124e+17,positive, is my favorite airline  i cant wait to book my flight to new orleans for my trip in april
5.69116e+17,negative, suggestions tell customers approximate wait times when they are on hold 50 min now and allow them to cancelled flight online
5.69111e+17,negative, thanks for not telling us our flight was cancelled flightled not helping us in anyway and ruining my birthday worstcustomerservice
5.6911e+17,negative, how is tkt in the a grp for a cxld flight gets stuck at the back of the cs when your site phone and agents took 1h to rebook
5.69108e+17,positive, loving the boarding to go to chicago keepitmovin
5.69105e+17,neutral, flt 3260 out of mht have fun with my kids and grandkids 10 of them  jack says hi
5.691e+17,negative, jumped the gun a little cancelled flighting our flights no other airline is cancelled flighting out of louisville youre ruining my vacation
5.69099e+17,negative, apologies help would have been nice had supvsr sally in cle offered one not usual gr8 southwest customer service i love
5.69096e+17,negative, on hold for two hours and it timedout on me great system you got there
5.69089e+17,negative, rocks   horror
5.69086e+17,negative, any plans to implement a callback system on your reflight booking problems line been on hold for over an hour now
5.69085e+17,negative, theres nothing i love more than being on hold for over an hour
5.69084e+17,neutral, imaginedragons destinationdragons scavenger hunt rules
5.69078e+17,negative, app error  says click here cant click not hyperlinked
5.69076e+17,negative, i need your help but no one will pick up the phone
5.69075e+17,negative, anyone answering phone this morning at 800iflyswa on hold 51 minutes and counting
5.69071e+17,neutral, we are trying to go as far away from kingscollegelondon as possible for charity today would you help us  jailbreak rag
5.69069e+17,negative, were you handing out tickets while i was sleep
5.69031e+17,neutral, dal is due for sleet sun evedidnt see it listed for cities that can rebook  fly to dca at 810
5.6903e+17,positive, had a great la flight with clarence and frank those 2 guys are a hoot  thanks
5.69026e+17,negative, why did i not receive drink coupons with 65000 points but all my friends did
5.69022e+17,neutral, absolutely required are the flights going to be 100 cancelled flighted
5.69022e+17,neutral, i have a flight on sunday the 22nd to columbus from denver i just got a travel alert on my southwest app is the rescheduling
5.6902e+17,neutral, do you have childrens rates for flights
5.69019e+17,negative, how often are airplane seatstray tables cleaned and sanitized rather have air purifier and clean seats than wifi
5.69017e+17,negative, i lost my luggage my birthday wish is to find my luggage
5.69017e+17,neutral,  if youd love to see more girls get inspired about becoming pilots rt our free albuquerque event
5.69017e+17,neutral, at troubadour with imaginedragons destinationdragons
5.69008e+17,neutral, hey there can you follow us so we can dm you a question
5.69003e+17,negative, got a text my flight was cancelled flightled now what do i do  help please
5.69002e+17,negative, been sitting outside our gate for 30 mins at lga why no move to another gate wee baking on this plane flight 3415
5.69002e+17,negative, grand total from landing to getting bag one hour thats very sad
5.68999e+17,negative, your staff was really kind about the flight delay luggage not at all very disappointing
5.68999e+17,positive, hey southwest i wanna go to see imaginedragons  you guys are a lot better then jet blue
5.68999e+17,negative, landed an hour late flight from ind to den and 40 min late flightr our bags are not here not cool
5.68998e+17,positive, hey sourhwest can you send me to atlanta to see imaginedragons  i will fly southwest forever u guys are the best airline
5.68992e+17,negative, horrible experience ever with airlinehave to reconsider any future flights customer service
5.68988e+17,neutral, salted or honey roasted i vote to bring back the salted peanuts i dread a year of the honey roasted
5.68987e+17,neutral,  did swa send out customer surveys to earn 100 toward flights is this legit
5.68985e+17,neutral, tifffyhuang i met my twitter friend waiting outside the troubadour destinationdragons
5.68981e+17,neutral, do you still offer discounts on seats for children under 2 we would rather put him in a seat than in a lap
5.68977e+17,negative, wanting a  for the  finding the gate no apology or exp all good im sure connecting flight leaving sac will be chill
5.68976e+17,negative, sucks passengers leaving the plane to make room luggage checking luggage and getting back on delayed flights to same city
5.68976e+17,negative, cool the plane you said is ours that just left the terminal for a diff city she a cold betch for flying the friendly skies
5.68975e+17,neutral, it was 3472
5.68974e+17,negative, flight to san diego is delayed per usual take me home
5.68974e+17,neutral, how do i find travel funds i have available to use f past changed flights dont see an option in my account
5.68974e+17,positive, fortunemagazine  great news
5.68972e+17,positive, is making dreams come true with their destinationdragons scavenger hunt you can win a chance to see imagine dragons go
5.68971e+17,neutral, my father was kind enough to offer to pay for a hotel but i cant use this coupon if he pays from fl no help
5.6897e+17,negative, every other city on your nationwide sale has fabulous fares why nothing from buffalo except for 2 cities
5.6897e+17,negative, i have a voucher w swa that expires 410 an extension would be a lot of luv
5.68969e+17,positive, well plane arrived pretty much on time and its 68 degrees on the ground in texas not much to complain about
5.68968e+17,negative, not sure why we are still here in dallas  plane has been at gate for 30 min  no update at all  flight 1140 poor service
5.68965e+17,negative, loved ones flight atl to ind cancelled flightled due to ice in indy sitting here in indy it is bone dry tomorrow 46 of snow
5.68965e+17,positive, alls well i got comped with multiple other bags which just made my day
5.68965e+17,positive, thanks for the ride to chicago kmdw b738
5.68963e+17,neutral, booked the 8th save me an emergency exit gotta stretch out
5.68959e+17,negative, im in line at the airport right now will you cover hotel fair or am i to sleep in the airport
5.68958e+17,positive, jasonwhitely flt 947 emer stop in albuquer for a heart condition crew was awesome pilot was maverick on the divert
5.68957e+17,positive, thanks so much appreciate your kindness in adjusting our reservation even during snowstorms i still prefer southwest
5.68957e+17,negative, cancelled flightled my flight and im stranded in st louis not sure what to do no other flight until tomorrow am i to sleep in airpt
5.68957e+17,neutral, i think that flight was supposed to go to houston as well in case someone could check that
5.68955e+17,negative,  stuck on the runway again delayed on wednesday not a good way to take care of your loyal customers
5.68955e+17,positive, you guys held our flight 330  thank you  about to take off from mdw now to oakland  thanks
5.68953e+17,positive, first time flying with you youve definitely won me over
5.68953e+17,negative, were doing our best sitting at a gate waiting while not being given information why were delayed isnt making this easy
5.68952e+17,positive, rocks open letter to flight attendant   lt my child was inspired  thank you
5.68952e+17,positive, luved the sjc gate 23 agent this am who boarded flight 372 to dal didnt get his name he represents your brand so well
5.68951e+17,positive, thanks for an awesome flight and connection we were delayed but your staff and crew were purely amazing
5.68951e+17,positive, great flight got us back on time  thanks
5.6895e+17,neutral, 17mph winds and would do anything to be in florida right now help a sister out
5.68949e+17,neutral, swagglikebean take me here
5.68949e+17,neutral, my son is flying south west from nolaorlando hope to enter for him to win this contest destinationdragons
5.68949e+17,positive, thx for smooth landing today fly2midway we applauded now what can u do abt the weather takemeback
5.68948e+17,positive, not frustrated just an idea great crew thanks happycustomer
5.68948e+17,neutral, no her lunch was over by the time she got her call answered
5.68947e+17,negative, my parents flight frm stl2atl cancelled flighted 2nite whens the next one out
5.68947e+17,negative, well my mom called earlier and you guys had her on hold for close to an hour
5.68947e+17,negative, theres an hour wait here for reflight booking problems in line at omaha
5.68947e+17,negative, it says i cant because my flight is in progress
5.68946e+17,negative, can you help me with reflight booking problems my flight was cancelled flighted fwhei6
5.68946e+17,negative, alist pref doesnt do any good if direct to atl is always wifiless flight 1701
5.68945e+17,negative, is that the same reliable system couldnt find my info and then said it refund my credit card
5.68945e+17,negative, 14 hours  sorry dont get it oh well screw the weekend in az right  eat the hotel no problem
5.68944e+17,positive, we had early bird and it was great your employees were awesome it was 3 passengers who killed the buzz
5.68944e+17,negative, i am absolutely sick of 300s and no wifi
5.68943e+17,negative, when will airfare be available through december of this year i have 2 major trips coming up and im anxious to book them
5.68943e+17,positive, ahah that is why i love sw
5.68942e+17,neutral, is the contest over for destination dragons i want to try to do everything i can to go
5.68941e+17,positive, you are lucky to have people like annamarie and norris at bwi i hope they get recognized for excellent cust service
5.68938e+17,neutral, so the upcoming rr changesdeval is trying to tell me not to fly southwest anymore because i am loyal so far i get it
5.68937e+17,neutral,  traveling 2bwi nmaryland 2morrw any chance the flight being cancelled flightled to inclement weather any chance can get earlier flight
5.68935e+17,negative, dultch97 kid just wants fucking money scumbag
5.68932e+17,positive, i wish i wouldve seen this 4 hours ago i wanted to see them tonight so bad crying
5.6893e+17,neutral, just do it that easy
5.6893e+17,positive, ill have to drop by next time i visit
5.6893e+17,positive, sacintlairport feels like a good day to fly  thanks for the ontime departure to sna bestinclass 30000ft takemehome
5.6893e+17,positive, great trip on 2672 yesterday  outstanding flight attendants
5.6893e+17,neutral, how can customers get in touch with you internationally from mexico for lost baggage
5.68929e+17,neutral, 192 rndtrp 43055 djq_kc rt djimpact if youre trying to make travel reservations for vegas on may 2nd its too late flight
5.68928e+17,positive, im on the 1055 flight everyone has been so nice and helpful im just hoping well get to fly out thank you
5.68928e+17,negative, dultch97 thats horse radish
5.68927e+17,negative, thanks more concerned about the conflicting texts i was receiving my about my flight  having to drive 10 hours now
5.68927e+17,positive, thank you
5.68927e+17,positive, thank you see u next wednesday in fll save me some peanuts
5.68926e+17,neutral,    hows life  the noc
5.68926e+17,neutral, i will tell marry a lamp if you give me tickets to the vegas show please i am desperate
5.68926e+17,neutral, are there any current promotionscodes for nashvilledenver thank you
5.68926e+17,neutral, promotion fly 3 roundtrip flights to and from atl between 215 and 517 and get a companion pass for the year travel
5.68925e+17,positive, so happy that you can finally put your lines boarding pass into passbook makes life so much easier
5.68925e+17,positive, i will do just about anything to go to the vegas show please man
5.68924e+17,negative, here we go again delayed in chicago why offer the 630 flight if you never intend to fly it
5.68919e+17,neutral, omg omg omg  i just did
5.68918e+17,negative, julgood1 she was traveling with me the one that got miscommunicated with
5.68916e+17,negative, wtf my flight was delayed and then i go to board and my boarding pass has disappeared from the southwest app
5.68916e+17,neutral, tweet just popped up on my phone with amin_aur follows missing my favorite southwest pilot and brother
5.68915e+17,neutral, do you have special fares for students to visit prospective schools  its expensive to visit graduate programs
5.68914e+17,neutral, i would be eternally grateful for tickets to the vegas show   ʖ  god bless
5.68914e+17,negative, baggage woman said it was in blatimore and would be on a plane this morning now they cant find it wtf
5.68913e+17,negative,  doesnt work on my flight just fyi
5.68913e+17,neutral, please help i would die to see the vegas show it would be amazing to hear their songs for real
5.68913e+17,neutral, i need imagine dragons like i need air please hoom me up for the vegas show   ʖ
5.68912e+17,neutral, i am committed okay please hook me up for destinationdragons
5.68911e+17,negative, i would die if i got tickets to destinationdragons and you would be invited to my funeral
5.68911e+17,negative,  easy and pleasant   difficult and stressful learned my lesson
5.68911e+17,neutral, i would sell my nonexistent soul to go see destinationdragons
5.68909e+17,neutral, theellenshow imaginedragons this job interferes wellen show amp concerts will alway treasure my liveatfirefly experience
5.68907e+17,positive, got it taken care of thank you lt3
5.68906e+17,negative, not sure i can trust a statement with that many small numbers above words
5.68906e+17,neutral, has posted flight schedule covering the date range of _defcon_ 23
5.68906e+17,negative, late flightly youve always been late flight please get back to the old swa
5.68905e+17,negative, totally sucks that my flights were weathered out of existence but stacy in tucson helped with an overnight in vegas
5.68904e+17,negative, are you guys alive ive been on hold for 25 minutes and counting
5.68901e+17,negative, gary kelly should be ashamed of himself running a corporation in this way
5.689e+17,negative, you guys just rip me off if i could cancelled flight every flight i had booked for my employees i  would buyer beware
5.689e+17,negative, not if its travel credit you used to buy and it expires on the day you find a lower rate
5.68898e+17,positive, please acknowledge attendant jeff wernicke beat in class and service on sw
5.68895e+17,neutral, lacma on fairfax
5.68895e+17,negative, just want the money i paid for early bird refunded noone seemed to be able at three different sw should have that worked out
5.68895e+17,negative, i filled in the form on the website too darn it all i guess ill just have to cross my fingers
5.68895e+17,positive, thank you so much for access to destinationdragons tonight at thetroubadour  imaginedragons crying dying rn ripme
5.68894e+17,positive, so excited about our last minute trip to disneyland and she doesnt know yet
5.68894e+17,neutral, arent you based in chicago why are you doing a hunt in la and not your home city please bring one home
5.68894e+17,negative, heyo what is causing flight 1836 ewr to hou to be delayed
5.68893e+17,neutral, when will you have flight from dal to pvd
5.68893e+17,negative, your wifi stinks im not mad but i wouldnt hate it if i got my money refunded
5.68893e+17,negative, cancelled flights arrivals amp departures in nashville as of 5pm that and more weather headlines  4pm liveonfox17 februaryfreezefox17
5.68893e+17,neutral, any spare tickets for vegas would be forever grateful destinationdragons
5.68893e+17,neutral, theellenshow imaginedragons if only that was me  destinationdragons
5.68892e+17,positive, thank you so much
5.68891e+17,neutral, any chance they will change this to include northeast airports   has
5.6889e+17,negative, i was on hold for 30 minutes amp no one knows how to win these tickets that youre still handing out destinationdragons
5.68889e+17,negative,  after 38 minutes on the phone im given another number to call now still on hold with them
5.68889e+17,neutral, pleasecan i have the last tickets for me and my best friend to destinationdragons
5.68889e+17,positive, rules
5.68889e+17,negative, no one i call knows anything about it so im just wondering how to get any destinationdragons
5.68889e+17,neutral, i saw ppl were winning tickets still how do we win some
